"star1","imdb_rating","meta_score"
"Walter Matthau","8.0",72
"Julianne Moore","7.9",84
"Willem Dafoe","8.1",92
"Kevin Bacon","7.6",49
"Jessica Chastain","8.6",74
"Joan Allen","8.1",76
"Eric Bana","7.7",74
"Madhavan","8.6",76
"Marlon Brando","8.0",97
"Sushant Singh Rajput","7.8",76
"Sohum Shah","8.3",76
"Andie MacDowell","7.7",79
"Clive Owen","7.9",84
"Stephen Rea","8.2",62
"Naomie Harris","7.6",73
"Richard Thorpe","8.0",92
"Diane Keaton","9.2",100
"Gaylen Ross","7.9",71
"Trevor Howard","8.1",97
"John Hubley","7.6",64
"Walton Goggins","7.8",68
"Kirron Kher","7.8",67
"Sam Rockwell","7.9",67
"Marlon Brando","8.4",94
"Ivan Bobrov","8.0",97
"Anthony Hopkins","7.8",84
"Tom Hanks","7.7",72
"Harrison Ford","8.0",81
"Enrique Castillo","8.0",47
"Aldo Giuffrè","8.8",90
"Jean-Pierre Jeunet","7.6",66
"María Marull","8.1",77
"Maureen O'Hara","7.9",88
"Shirley MacLaine","8.0",83
"Chase Ellison","7.6",73
"Ewan McGregor","7.7",74
"Til Schweiger","8.0",76
"Clifton Webb","8.0",76
"Nicolas Cage","7.6",66
"Kate Hudson","7.9",90
"Michael Palin","8.1",77
"Makio Inoue","7.7",71
"Maureen O'Hara","7.7",76
"Billy Crudup","8.0",58
"Jason Lee","8.0",90
"Thom Hoffman","7.7",71
"John Hurt","8.1",78
"Shah Rukh Khan","8.2",76
"Leonardo DiCaprio","8.8",74
"Joel Grey","7.8",80
"Paul Reiser","8.5",88
"Wiley Wiggins","7.6",78
"Christopher Lloyd","8.5",87
"Judd Nelson","7.8",66
"Norma Crane","8.0",67
"Harrison Ford","8.6",90
"Steve McQueen","8.2",86
"Robert Redford","8.0",66
"Bill Murray","7.7",86
"Cem Yilmaz","8.0",76
"Lyubov Agapova","7.8",82
"Hubertus Bengsch","8.3",86
"Lubna Azabal","8.3",80
"Sam Riley","7.7",78
"Jeff Bridges","7.6",88
"Jean Servais","8.2",97
"John Castle","7.6",82
"Nick Nolte","8.2",71
"Charles Chaplin","8.4",76
"Jake Johnson","8.4",87
"Tôru Emori","7.8",73
"Jennifer Lawrence","7.7",81
"Jena Malone","8.0",88
"Kevin Bacon","7.7",62
"Burt Lancaster","8.0",100
"Elijah Smith","7.9",100
"Eddie Murphy","7.6",71
"Erwin Connelly","8.2",76
"Linda Zilliacus","7.8",61
"Marlon Brando","9.2",100
"Dianne Wiest","7.9",90
"Amrita Puri","7.7",40
"Daisy Ridley","7.9",80
"Chris Hemsworth","7.9",74
"Timothy Spall","8.0",91
"Paul Bettany","8.0",60
"Belén Rueda","8.0",74
"Jake Gyllenhaal","7.6",68
"Billy Dee Williams","8.7",82
"Ingrid Bergman","8.2",76
"Jack Warden","8.0",83
"Kathy Bates","7.7",64
"Louise Fletcher","8.7",83
"Christopher Rivera","7.6",92
"Ken Watanabe","7.7",55
"Koyu Rankin","7.9",82
"Kirti Kulhari","8.1",76
"Irrfan Khan","8.2",76
"Claudia Cardinale","8.1",76
"Priyanka Chopra","8.1",76
"Max von Sydow","8.2",88
"Uma Thurman","8.1",69
"Max von Sydow","7.6",80
"Ian McKellen","7.6",66
"Brendan Gleeson","7.9",67
"Gary Cooper","7.9",89
"Markus Rygaard","7.6",65
"Haruo Tanaka","8.3",76
"Wilfrid Hyde-White","7.8",95
"Fele Martínez","7.7",76
"Kim Tae-Woo","7.8",58
"Will Smith","8.0",64
"Lance Henriksen","7.6",62
"Brian Howe","8.0",64
"Vivian Pickles","7.9",62
"Nora Gregor","8.0",76
"Nigel Havers","7.7",62
"James Woods","8.2",73
"Iemasa Kayumi","8.0",76
"Maggie Cheung","7.9",85
"Peter van Eyck","8.1",85
"Doga Zeynep Doguslu","7.6",83
"Grace Kelly","8.4",100
"Maxim Gaudette","8.3",80
"William Daniels","8.0",83
"Ned Beatty","7.7",80
"Guy Pearce","8.2",90
"Eli Wallach","8.8",90
"Tony Chiu-Wai Leung","8.1",85
"Robert Hays","7.7",78
"Gajraj Rao","8.0",76
"Clive Owen","7.9",68
"Emile Hirsch","7.6",83
"Ivan Dobronravov","8.0",82
"Jo Van Fleet","7.7",71
"Ken'ichi Hagiwara","8.0",84
"Zach Galifianakis","7.7",73
"Jason London","7.6",78
"Adèle Exarchopoulos","7.7",89
"Alakina Mann","7.6",74
"José Baviera","8.1",76
"Brian Dennehy","7.7",61
"Gwyneth Paltrow","7.6",76
"Logan Lerman","7.7",76
"Abraham Attah","7.7",79
"Lauren Bacall","7.8",76
"Wotan Wilke Möhring","7.7",60
"Catherine Deneuve","8.0",90
"Frances McDormand","8.1",85
"John Castle","7.9",76
"Teri Garr","7.6",90
"Adam Driver","7.9",94
"Birgitta Pettersson","8.1",76
"Scott H. Reiniger","7.9",71
"Fernando Rey","7.7",94
"Sathyaraj","8.0",76
"James Garner","8.2",86
"Sam Neill","7.9",81
"Jinpachi Nezu","8.0",84
"Liubomiras Laucevicius","8.3",76
"Simon Pegg","7.7",86
"Naseeruddin Shah","8.1",76
"Bryce Dallas Howard","7.6",72
"Jennifer Connelly","8.2",72
"Robert Ryan","7.9",97
"Julie Christie","8.0",69
"Julia Ormond","7.8",70
"Gene Lockhart","7.9",76
"Isaac Hayes","7.7",73
"Chris Williams","7.8",74
"Ignat Daniltsev","8.1",76
"Jean-Pierre Lorit","8.1",100
"Chris Williams","7.6",81
"Andy Lau","8.0",75
"Roshan Seth","8.0",79
"Izabela Vidovic","8.0",66
"Shraddha Kapoor","8.2",76
"Jane Adams","7.7",81
"Charlton Heston","8.0",99
"Sidse Babett Knudsen","7.7",78
"Katharine Hepburn","7.7",91
"Julie Christie","7.6",67
"Zooey Deschanel","7.7",76
"Michael Preston","7.6",77
"Groucho Marx","7.8",93
"Thora Birch","8.3",84
"O.J. Simpson","7.6",76
"Sean Patrick Flanery","7.8",44
"Keir Dullea","8.3",84
"Burt Young","8.1",70
"Arthur O'Connell","8.0",95
"Josh Brolin","7.7",66
"Ann Dvorak","7.8",87
"Bryan Cranston","7.9",82
"Jeremy Renner","8.0",69
"Carrie Fisher","7.6",76
"Elena Anaya","7.6",70
"John Gielgud","8.0",79
"Noémie Merlant","8.1",95
"Haley Joel Osment","8.1",64
"Peter Sellers","8.4",97
"Casey Affleck","7.8",96
"Yesim Salkim","8.2",76
"Ken Foree","7.9",71
"Steve Carell","7.6",72
"Annu Kapoor","7.8",76
"Charles Durning","8.3",83
"Valeria Golino","8.1",95
"Marion Cotillard","7.6",66
"Paulette Dubost","8.0",76
"Delroy Lindo","7.7",73
"Gastón Pauls","7.9",80
"Jimmy Sheirgill","8.0",76
"Ariadna Gil","8.2",98
"Ned Beatty","8.2",92
"Conrad Veidt","8.1",76
"Byron Barr","8.3",95
"Paul Raci","7.8",81
"Tilda Swinton","7.8",70
"Anthony Hopkins","7.8",68
"Shin Ha-kyun","7.6",56
"Charles Bronson","8.5",80
"Baris Bagci","8.0",76
"Kevin Costner","7.8",74
"Anne-Marie Duff","7.7",83
"Pauline Burlet","7.8",85
"Masahiko Nishimura","7.8",83
"Tom Cruise","8.0",65
"Mark Wahlberg","8.5",85
"Matt Damon","7.7",74
"Grace Kelly","8.2",75
"Nat Pendleton","8.0",86
"Toni Collette","8.1",64
"Burt Lancaster","8.2",60
"Shahab Hosseini","7.8",85
"Dianne Wiest","7.9",74
"Richard Griffiths","7.7",84
"Sienna Miller","7.6",66
"Jose Coronado","8.1",76
"Josh Hartnett","7.7",74
"Darryl F. Zanuck","7.8",75
"Peter Wyngarde","7.8",88
"Yun Qu","7.6",70
"Sebastian Cabot","7.6",65
"Emmanuelle Riva","7.9",76
"Geoffrey Rush","7.7",87
"Milhem Cortaz","8.0",33
"Paresh Rawal","8.6",76
"Priscilla Lane","8.0",76
"Tim Robbins","7.7",79
"Biff McGuire","7.7",87
"Eric Schweig","7.7",76
"Paul Giamatti","8.0",69
"Kathy Bates","7.7",81
"Eli Roth","8.3",69
"Toshirô Yanagiba","7.6",90
"Jemaine Clement","7.7",76
"Tatum O'Neal","8.1",77
"Chloë Grace Moretz","7.7",76
"Rupert Grint","7.9",82
"Maureen O'Sullivan","8.0",86
"Miori Takimoto","7.8",83
"Michael Redgrave","7.8",98
"Jason Flemyng","8.2",66
"Zain Al Rafeea","8.4",75
"Gayatri Joshi","8.2",76
"Henry Fonda","8.5",80
"Ward Bond","7.9",94
"Robert De Niro","8.2",73
"Mona Singh","8.4",67
"Elizabeth Taylor","8.0",84
"George Macready","7.7",76
"Joseph Schildkraut","8.1",96
"Ben Kingsley","8.2",63
"Clint Eastwood","7.7",63
"Rajkummar Rao","7.7",40
"Roy Dotrice","8.3",88
"Madeleine Stowe","7.7",76
"Taika Waititi","7.7",76
"Veronica Cartwright","8.4",89
"Jennifer Connelly","8.0",64
"Ciarán Hinds","7.9",67
"Marc-André Grondin","7.9",81
"Justin Theroux","7.9",85
"Irrfan Khan","7.9",79
"Julian Dennison","7.9",81
"Demet Akbag","8.0",76
"Frank Adu","7.7",89
"Leslie Nielsen","7.6",76
"Amrish Puri","8.1",76
"Delphine Seyrig","7.9",93
"James Dean","7.6",84
"Ian McKellen","7.8",58
"Helena Bonham Carter","8.0",88
"Sam Waterston","7.8",76
"Jack Lemmon","8.2",98
"George Sanders","8.2",98
"Liv Ullmann","8.1",76
"John Buckwalter","7.7",76
"Claude Rains","8.1",73
"Bonnie Hunt","8.6",61
"Anthony Quinn","8.0",76
"Özge Özberk","8.0",76
"Jane Darwell","8.0",96
"Ryô Kase","7.9",89
"Cary Grant","7.8",91
"Hugh Jackman","8.1",77
"Alexandra Maria Lara","7.7",78
"Amitabh Bachchan","8.1",76
"Christian Bale","7.8",79
"Andrew Philpot","7.7",62
"Simon Pegg","7.8",81
"George Harrison","7.6",96
"Martin Sheen","8.1",75
"Diahnne Abbott","7.8",73
"Johnny Depp","8.0",63
"Louis Calhern","7.9",100
"Ralph Fiennes","7.8",84
"Bora Todorovic","8.2",76
"Tahar Rahim","7.8",85
"Carrie Fisher","8.6",90
"Yû Kashii","7.7",76
"Gerard Butler","8.1",75
"Madhavan","8.4",76
"Clint Eastwood","8.8",90
"Lillian Gish","8.0",99
"Haru Kuroki","8.1",71
"Hugh Grant","7.8",88
"Tom Waits","7.8",75
"Charles Chaplin","8.1",90
"Macaulay Culkin","7.6",63
"Timothée Chalamet","7.9",93
"Ethan Coen","7.6",82
"John Sharian","7.7",61
"Frank Finlay","8.5",85
"Sae-ron Kim","7.8",76
"Viggo Mortensen","7.6",82
"William Keighley","7.9",97
"Orlando Bloom","8.9",94
"Ulrich Tukur","8.4",89
"Harrison Ford","8.2",65
"Hugh Welchman","7.8",62
"Russell Crowe","8.2",72
"Linh Dan Pham","7.8",63
"Howard Da Silva","7.9",76
"Kang-ho Song","8.1",82
"John Randolph","7.7",87
"Taapsee Pannu","8.0",76
"Amitabh Bachchan","8.4",76
"Christian Bale","7.6",64
"Sam Neill","8.1",68
"Bob Hoskins","7.7",83
"Chris Hemsworth","8.4",68
"Anne Baxter","8.2",98
"Moritz Bleibtreu","7.7",60
"Chris Evans","7.6",60
"Filip Berg","7.7",70
"Daniel Day-Lewis","8.2",93
"Nawazuddin Siddiqui","8.2",89
"Jim Henson","7.6",74
"Thomas Bo Larsen","7.8",81
"Smit Sheth","8.2",76
"Asha Sharath","8.3",76
"Kawsar Al Haddad","8.4",75
"Danny Glover","7.8",78
"David Thewlis","7.8",55
"Olivia Williams","7.7",86
"Tom Cruise","7.7",86
"Emmy Rossum","7.9",84
"Adel Bencherif","7.9",90
"Viggo Mortensen","8.7",87
"Michael B. Jordan","7.6",68
"Dustin Hoffman","7.8",77
"Sonam Kapoor","8.2",76
"Pupella Maggio","7.9",76
"Mark Wahlberg","7.9",85
"J.K. Simmons","8.2",65
"Gael García Bernal","7.8",75
"Mami Koyama","8.0",76
"Lee Byung-Hun","7.8",67
"George Clooney","7.9",83
"Helen Hunt","7.7",67
"Francine Racette","8.0",88
"Sean Penn","7.9",65
"Tony Chiu-Wai Leung","8.0",75
"Rajat Barmecha","8.2",76
"Bill Murray","8.0",72
"Noomi Rapace","7.8",76
"Yuriko Ishida","8.4",76
"Samuel L. Jackson","7.8",68
"J. Mackye Gruber","7.6",30
"Ana de Armas","8.0",81
"Tim McGraw","7.6",53
"Sidney Poitier","7.9",75
"Katharine Ross","8.0",66
"Tom Hanks","7.8",84
"Ivan Lapikov","8.1",76
"Michèle Caucheteux","7.8",91
"Sidney Poitier","7.8",63
"Darsheel Safary","8.4",76
"Sandra Bullock","7.7",66
"Glen Hansard","7.8",88
"Fay Wray","7.9",90
"Ji-Eun Lim","7.6",56
"Issey Takahashi","7.9",75
"Laura Dern","7.7",76
"Albert Brooks","8.1",90
"Jeffrey Hunter","7.9",94
"Bruce Reitherman","7.6",65
"Miss Piggy","7.7",64
"Joseph A. Carpenter","8.0",86
"Ginnifer Goodwin","8.0",78
"Patrick Magee","8.3",77
"Burt Reynolds","7.7",80
"Mark Strong","7.6",57
"Peter Finch","8.1",83
"Zoe Saldana","7.8",83
"Tom Hardy","8.2",71
"Kelsey Asbille","7.7",73
"John Wayne","7.8",93
"Christopher Lloyd","7.8",57
"Jay Baruchel","8.1",75
"Misa Uehara","8.1",76
"Melinda Dillon","7.9",77
"Ruy Guerra","7.9",76
"Chika Sakamoto","8.2",86
"Rosalind Russell","7.9",76
"Eiko Masuyama","7.7",71
"Sanjay Dutt","8.1",76
"Sally Yeh","7.8",82
"Isuzu Yamada","8.1",76
"Phil Lord","7.7",83
"Amitabh Bachchan","8.2",76
"Gwilym Lee","8.0",49
"Chris Sarandon","8.0",77
"Guy Decomble","8.1",76
"Taron Egerton","7.7",60
"Guy Pearce","8.4",80
"Mack Swain","8.2",76
"Jamie Draven","7.7",74
"Jason Statham","8.2",66
"Orson Welles","8.1",97
"Audrey Hepburn","8.0",78
"Stephen Graham","7.7",86
"Rana Daggubati","8.2",76
"Sady Rebbot","8.0",76
"Danny Aiello","8.0",93
"Jane Wyman","7.9",76
"Giulietta Masina","8.1",76
"Roy Scheider","8.0",87
"Robert Shaw","8.0",87
"Sissy Spacek","8.0",86
"Stephen Trask","7.7",85
"Mahie Gill","8.0",76
"Sondra Locke","7.8",69
"Luis Tosar","7.6",76
"Pascal Benezech","7.6",66
"Lina Leandersson","7.9",82
"Tyler Perry","8.1",79
"Varun Sharma","8.2",76
"Manjot Singh","8.2",76
"Álvaro Guerrero","8.1",83
"Gene Hackman","7.6",76
"Haaz Sleiman","7.6",79
"Thomasin McKenzie","7.9",58
"Juliette Mayniel","7.7",90
"Tim Allen","7.9",88
"Brie Larson","7.6",68
"Alida Valli","7.7",90
"Aura Garrido","7.6",76
"Nicole Kidman","7.6",74
"Derek Jacobi","7.7",76
"Winona Ryder","7.8",68
"Vicellous Shannon","7.6",74
"Andie MacDowell","8.0",72
"Brigitte Lin","8.1",77
"Henry Travers","7.8",94
"Michael Beck","7.6",65
"Jacques Villeret","7.7",73
"Ryan Gosling","8.0",81
"Daniel Craig","7.7",81
"Lee Remick","8.0",95
"Lena Endre","7.8",76
"Liam Aiken","7.7",72
"Helmut Griem","7.8",80
"Kåre Hedebrant","7.9",82
"John Haycraft","7.8",84
"Paresh Rawal","8.2",76
"Ajay Devgn","8.2",76
"John Hurt","7.6",64
"Marina Vasileva","7.6",86
"Pamela Adlon","7.7",62
"Elmo Nüganen","8.2",73
"Adrien Brody","7.7",52
"Radha Mitchell","7.7",47
"Joe Russo","7.7",70
"Oliver Reed","8.5",67
"Ryôko Hirosue","8.1",68
"Charlize Theron","7.8",84
"Kevin Spacey","8.2",90
"Leonie Benesch","7.8",82
"Emily Blunt","7.9",71
"Maria Monti","7.6",77
"Anthony Edwards","7.7",45
"Laila Robins","7.6",72
"Joseph Lee","7.6",71
"Minoru Chiaki","8.1",76
"Tom Prior","7.7",72
"Ryan Gosling","7.8",53
"Ray Walston","8.3",94
"Zbigniew Zamachowski","7.9",85
"Jean Heywood","7.7",74
"Lin-Manuel Miranda","8.6",90
"Anne Hathaway","8.6",74
"Tom Sizemore","8.6",91
"Robert Downey Jr.","7.6",57
"Geoffrey Rush","8.0",88
"Rufus Sewell","7.6",68
"Mark Ruffalo","7.9",74
"Jun Ji-Hyun","8.0",76
"Amy Smart","7.6",30
"Anouk Aimée","8.0",91
"David Emge","7.9",71
"Riz Ahmed","7.9",76
"Cary Elwes","8.0",77
"Saïd Taghmaoui","8.1",76
"Zoe Saldana","7.6",67
"Hartley Power","8.0",78
"Massimo Troisi","7.7",81
"Elijah Wood","8.9",94
"Samuel L. Jackson","7.6",58
"Laura Linney","7.7",47
"Dan Aykroyd","7.8",71
"Akshay Kumar","8.2",76
"Sermin Hürmeriç","8.2",76
"Roddy McDowall","8.0",79
"Jennifer Aniston","7.7",68
"Seamus Davey-Fitzpatrick","7.9",94
"Gena Rowlands","8.0",90
"Stanley Holloway","7.8",95
"Ronny Cox","7.7",80
"Anthony Hopkins","8.1",78
"Isabelle Huppert","7.9",94
"Zach Galifianakis","7.7",87
"Joaquin Phoenix","8.5",67
"Ben Johnson","8.0",93
"Michael Keaton","7.7",87
"Yul Brynner","7.9",76
"Takeshi Kitano","7.8",76
"Iko Uwais","7.6",73
"Ali Mosaffa","7.8",85
"Stellan Skarsgård","7.8",76
"Ben Foster","7.7",76
"Cab Calloway","7.9",60
"James Coburn","7.6",77
"Andrea Riseborough","7.7",87
"Marília Pêra","8.0",80
"Dominique McElligott","7.9",67
"Andrea Tariang","8.1",76
"Mitchell Ryan","7.6",68
"Brenda Fricker","7.9",97
"Thierry van Werveke","8.0",76
"Jon Bernthal","7.6",86
"Lillete Dubey","7.8",76
"Kajol","8.1",76
"Rufus","8.3",69
"Crispin Glover","7.6",62
"Jeff Bridges","7.9",79
"Emma Stone","8.0",62
"Chris Owen","7.8",71
"John Ritter","8.0",84
"Kevin Bacon","7.7",80
"Sean Connery","7.9",79
"Orlando Bloom","8.8",92
"Gene Wilder","7.8",67
"Gene Wilder","7.7",73
"Daniel Radcliffe","7.6",64
"Jane Galloway Heitz","8.0",86
"Carey Mulligan","7.8",78
"Dean Stockwell","8.1",78
"Craig Bierko","8.0",69
"Kôichi Yamadera","8.0",76
"Frank Oz","7.6",74
"Rashida Jones","8.2",65
"Michael Caine","7.7",64
"Sam Worthington","7.8",83
"Anton Walbrook","8.1",76
"Leonardo DiCaprio","8.2",63
"Josh Hartnett","7.7",53
"Lucie Mannheim","7.6",93
"Ana López Mercado","7.6",88
"Christopher Carley","8.1",72
"Beau Billingslea","7.9",61
"Catherine Keener","7.7",85
"Maribel Verdú","7.6",88
"Donna Reed","8.6",89
"Katharine Hepburn","7.8",63
"Takashi Shimura","8.1",76
"Jet Li","7.6",70
"Ethan Hawke","8.1",79
"Kevin Bacon","7.7",65
"Nicole Kidman","8.0",69
"Mahie Gill","8.2",76
"Tabu","8.2",76
"Jeremy Irons","7.6",58
"Kang-ho Song","7.8",58
"Donny Alamsyah","7.6",73
"Sylvester Stallone","7.6",82
"James Dean","7.9",72
"Leonardo DiCaprio","8.2",75
"Chieko Higashiyama","8.2",76
"Daniel Brühl","8.1",74
"Harrison Ford","8.4",85
"Richard Attenborough","8.2",86
"David Wenham","7.6",52
"Preity Zinta","8.1",76
"Alexandru Potocean","7.9",97
"Humphrey Bogart","7.7",72
"Sean Connery","8.2",65
"Dana Andrews","8.0",93
"Bob Odenkirk","7.7",87
"Fatima Sana Shaikh","8.4",76
"Ricky Adelayitor","7.7",79
"Martha Vickers","7.9",76
"Jamie Chung","7.8",74
"Richard Widmark","8.2",60
"Gary Sinise","7.6",77
"Christopher Walken","8.1",86
"Lee Marvin","7.7",73
"Jason Segel","7.6",72
"Joan Allen","8.0",85
"Edward G. Robinson","7.9",76
"Christopher Plummer","7.8",91
"Jude Law","7.6",57
"Armin Mueller-Stahl","7.6",82
"Ben Affleck","7.7",86
"Annie Corley","7.6",69
"Tsutomu Yamazaki","8.1",68
"Spike Lee","7.7",73
"Michael Nyqvist","7.8",76
"Oskar Werner","7.8",97
"Joséphine Lebas-Joly","7.6",45
"Sakura Andô","7.9",93
"Mary Astor","8.0",96
"Kotoe Hatsui","8.0",78
"Tony Chiu-Wai Leung","8.1",77
"Marcel Dalio","8.0",76
"Lee J. Cobb","8.0",81
"Paprika Steen","7.8",51
"Joel Basman","7.8",75
"Matthew Goode","7.6",72
"Amjad Khan","8.2",76
"Wiley Wiggins","7.8",83
"Christopher Plummer","7.8",71
"Ege Tanman","8.3",76
"Juliane Köhler","8.2",82
"Çetin Tekindor","8.3",76
"Wil Wheaton","8.1",75
"Richard Gere","7.8",93
"James Stewart","8.3",100
"Robert Manuel","8.2",97
"Groucho Marx","7.9",76
"Linda Blair","8.0",81
"Salman Khan","8.2",76
"Toshirô Mifune","8.2",98
"Ian Hart","7.7",85
"Randy Quaid","7.7",87
"Rufus Sewell","7.6",66
"Katharine Houghton","7.8",63
"Michael Caine","7.9",84
"Michael McKean","7.6",72
"Alisa Freyndlikh","8.2",76
"Jamie Bell","7.7",74
"Christine Hargreaves","8.1",47
"Ewen Bremner","8.1",83
"Graham Greene","7.6",58
"Ming-Na Wen","7.6",71
"Peter Ramsey","8.4",87
"Tom Wilkinson","8.3",89
"Shelley Winters","8.0",99
"Takashi Tachibana","7.9",75
"Nastassja Kinski","8.1",78
"Spencer Tracy","8.1",75
"William Holden","8.4",76
"Alan Tudyk","7.8",74
"Richard Burton","7.7",63
"Peter O'Toole","7.9",76
"Rajat Kapoor","8.2",76
"Jennifer Aniston","8.0",85
"Cybill Shepherd","8.3",94
"Mark Wahlberg","7.8",79
"John Cusack","7.7",90
"Leila Hatami","8.3",95
"Ethan Hawke","7.6",62
"Tony Hale","7.8",84
"Clint Eastwood","7.6",76
"Lauren Bacall","8.0",60
"J.K. Simmons","8.5",88
"Bérénice Bejo","7.8",85
"Paulette Goddard","8.5",96
"Lianella Carell","8.3",76
"Bill Murray","7.8",71
"Paige O'Hara","8.0",95
"Raoul Max Trujillo","7.8",68
"Erdem Can","8.0",76
"Arnold Schwarzenegger","8.5",75
"David Carradine","8.0",83
"Fernando Rey","7.9",93
"Yoshino Kimura","7.8",76
"Kang-ho Song","7.6",56
"Zachary Quinto","7.9",82
"Tae-Hyun Cha","8.0",76
"Martin Freeman","7.8",66
"Michael Berryman","8.7",83
"Marcello Mastroianni","8.0",95
"Aurore Clément","8.1",78
"Audrey Tautou","8.3",69
"Friedrich Feher","8.1",76
"Ingrid Thulin","8.2",88
"Dan Aykroyd","7.9",60
"Paul Dano","8.2",93
"Gian Maria Volontè","8.3",74
"Jean Reno","8.5",64
"Coleen Gray","8.0",91
"Gastone Moschin","8.0",100
"John Wayne","7.7",76
"Shahab Hosseini","8.3",95
"Tony Todd","7.9",76
"Max von Sydow","8.1",76
"Lea Thompson","8.5",87
"Jeff Bridges","8.0",93
"Seung-Yun Lee","8.0",72
"Kasi Lemmons","8.6",85
"Klaus Kinski","7.9",76
"Ahney Her","8.1",72
"Frances McDormand","7.8",65
"Albert Finney","7.7",66
"Bryan Cranston","7.8",78
"Jason Schwartzman","8.2",65
"Thomas Bo Larsen","8.3",77
"Greg Grunberg","7.6",88
"Takeshi Kaneshiro","8.1",77
"Daniel Radcliffe","8.1",85
"Connie Nielsen","8.5",67
"Samantha Isler","7.9",72
"Lauren Bacall","7.9",76
"Katrin Saß","7.7",68
"Diego Cortina Autrey","7.7",96
"Reni Santoni","7.7",90
"John Fraser","7.7",91
"Keira Knightley","7.8",85
"Babak Karimi","7.8",85
"Dwight Yoakam","8.0",84
"Stella Dassas","7.9",76
"Takashi Shimura","8.2",98
"Daniel Radcliffe","7.9",82
"Shishir Sharma","7.8",76
"Anne Bancroft","8.1",78
"Kalki Koechlin","8.0",76
"Christian Bale","7.8",81
"Farley Granger","7.9",88
"Edoardo Leo","7.8",76
"Eric Bana","8.1",76
"Tessa Thompson","7.6",82
"Evgeniy Zharikov","8.1",76
"Dee Wallace","7.8",91
"Rupert Grint","8.1",85
"Albert Finney","8.0",58
"Michael Caine","7.9",90
"Kay Kay Menon","8.1",76
"Samantha Morton","7.6",80
"Dorian Gray","8.1",76
"Russell Brand","7.6",72
"Kurt Russell","7.8",50
"Kirk Acevedo","7.6",78
"Chico Marx","7.8",93
"Stanley Baker","7.7",77
"Branko Djuric","7.9",84
"Philippe Noiret","8.5",80
"Jared Bush","8.0",78
"Leo G. Carroll","7.9",88
"Yvonne Furneaux","8.0",95
"Al Pacino","7.7",87
"Jon Voight","7.8",79
"Laurence Fishburne","8.7",73
"Danny Glover","7.6",68
"Enrique Rambal","8.1",76
"Kishori Ballal","8.2",76
"Jerry Lewis","7.8",73
"Jamie Lee Curtis","7.7",87
"Aamir Khan","8.1",84
"Gil Birmingham","7.6",88
"Andrea Eckert","8.1",77
"Anna Foglietta","7.8",76
"Bob Gunton","9.3",80
"Akira Terao","8.2",96
"Tom Murray","8.2",76
"Marina de Tavira","7.7",96
"Sean Connery","7.7",87
"James Doohan","7.7",67
"Akshay Kumar","8.0",76
"Charles Chaplin","8.5",96
"Franka Potente","7.6",52
"Brian Cox","7.7",73
"Sean Connery","7.8",91
"Bill Murray","7.8",84
"Helmut Qualtinger","7.7",54
"Amole Gupte","8.4",76
"Frank Vincent","8.2",89
"Diane Keaton","7.9",83
"Daniel Richter","8.3",84
"Hugh Jackman","8.1",70
"Gladys George","8.0",96
"Sterling Hayden","7.6",87
"Robin Williams","7.8",74
"John Wayne","8.0",93
"John Heard","7.6",63
"Horacio Salinas","7.9",76
"Russell Means","7.7",76
"Vera Miles","7.9",94
"Jack Carson","8.0",84
"Cuba Gooding Jr.","7.7",67
"Sacha Baron Cohen","7.8",77
"Arthur Rosson","7.8",76
"Jane Lynch","7.7",72
"Dave Goelz","7.7",64
"Tom Hanks","7.7",66
"Eric Sykes","7.7",81
"Jack Nicholson","7.7",67
"Paolo Bonacelli","7.6",59
"Warren Clarke","8.3",77
"Quentin Tarantino","8.0",74
"Al Pacino","8.3",65
"Robin Wright","8.8",82
"Christian Bale","8.2",70
"Richard Edson","8.0",93
"Luàna Bajrami","8.1",95
"Antonia San Juan","7.8",87
"Ralph Fiennes","8.1",88
"Deborah Kerr","7.8",88
"Enzo Staiola","8.3",76
"Juan Ferrara","7.9",76
"Michelle Rodriguez","7.8",83
"Robert Redford","8.3",83
"Seymour Cassel","7.7",86
"Rupert Grint","7.7",65
"Émile Vallée","7.9",81
"Hailee Steinfeld","7.6",80
"John Carradine","8.0",96
"Bérénice Bejo","7.9",89
"Robert De Niro","7.6",49
"Ruth Roman","7.9",88
"Michelle Yeoh","7.8",94
"Lisanne Falk","7.8",68
"Mayu Matsuoka","7.9",93
"Ray Sahetapy","7.6",73
"Sean Penn","7.6",78
"Saoirse Ronan","7.8",85
"Mel Gibson","8.3",68
"Tom Wilkinson","7.6",84
"Andrew Kevin Walker","8.6",65
"Ford Beebe Jr.","7.7",96
"Buster Keaton","8.2",76
"Ryan Potter","7.8",74
"Robert Strauss","8.0",84
"Ruocheng Ying","7.7",76
"Emma Stone","7.6",73
"Sarah Berry","7.8",72
"Paul Newman","8.3",83
"Yutaka Sada","8.4",76
"Ayami Kakiuchi","7.7",76
"Jae-ho Song","8.1",82
"Iain Rea","7.8",68
"Ben Kingsley","8.9",94
"Tim Holt","8.2",98
"Vlad Ivanov","7.9",97
"Richard Dreyfuss","7.6",90
"Harrison Ford","8.7",82
"Joe Pesci","8.7",90
"Nathalie Delon","8.1",76
"Ruth Nelson","7.8",74
"Brenda Blethyn","7.8",82
"Wil Johnson","7.6",65
"Aoi Yûki","8.1",78
"Norman Taurog","8.0",92
"Edward G. Robinson","7.8",76
